mean_velocity,max_velocity,min_velocity,std_velocity,range_velocity,total_energy,rms_velocity,zero_crossing_rate,label
-4.578744462321984e-13,4.208691978324643e-09,-4.178118620576318e-09,6.061364142822355e-10,8.386810598900962e-09,7.347663846002287e-15,6.061214336254034e-10,2145,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1.586628967493104e-12,1.93501507235365e-09,-1.949265976822616e-09,1.8132476401346173e-10,3.884281049176267e-09,6.575908700498168e-16,1.8132717254314326e-10,24,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2.361606138158861e-13,1.379327040725807e-09,-1.250635613118937e-09,6.136714737157072e-11,2.629962653844744e-09,7.53158850403944e-17,6.136606759455685e-11,10,0
6.461439742102186e-13,1.397766169442686e-09,-1.489498697928103e-09,7.524499885734163e-11,2.8872648673707893e-09,1.1323888529152068e-16,7.524589201129875e-11,14,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.281315903097787e-13,1.559345923030892e-09,-1.5222941861712e-09,9.264890156059018e-11,3.0816401092020916e-09,1.7166994879551781e-16,9.264716638827057e-11,18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.1106213192901763e-12,1.868795834965135e-09,-1.8167844936437601e-09,1.6645715435906875e-10,3.6855803286088952e-09,5.542210712091983e-16,1.6646637366285096e-10,24,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0474764631279693e-12,1.080577098671522e-09,-1.255699483518941e-09,4.9241333023253375e-11,2.336276582190463e-09,4.851369698804969e-17,4.925124211025022e-11,12,0
-1.2828880549498561e-11,8.23152669243399e-09,-8.787718379681328e-09,6.405787591899866e-10,1.7019245072115317e-08,8.209704196877824e-15,6.406911969458385e-10,94,0
4.241186272881603e-12,2.018617305240365e-09,-1.663463719261725e-09,1.1524954616287766e-10,3.6820810245020903e-09,2.6599562857713176e-16,1.1532467831672712e-10,14,0
8.3858695834626e-12,2.558865035723107e-09,-1.920896683751786e-09,1.6773793900352155e-10,4.479761719474893e-09,5.640986437802205e-16,1.6794324097447633e-10,17,0
-3.2125854775460263e-12,2.638121101030542e-09,-2.715417596352636e-09,2.6795224717215893e-10,5.353538697383178e-09,1.2672086239843053e-15,2.679639138216651e-10,39,0
-9.715979540869775e-13,3.831602151966693e-09,-3.893862587362487e-09,6.149028584277647e-10,7.72546473932918e-09,7.561751280577576e-15,6.148882532858136e-10,3180,1
5.224962691572895e-14,1.101545050167954e-09,-1.06884828665849e-09,2.200737307078156e-11,2.1703933368264442e-09,9.686059665519267e-18,2.2006884906227945e-11,14,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7.898882607970282e-13,1.524313103529112e-09,-1.647643171895245e-09,1.7259814080591356e-10,3.171956275424357e-09,5.957850525440464e-16,1.725956332796468e-10,52,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.862756552759682e-12,1.529856131278929e-09,-1.5213507040339691e-09,1.2107219249070688e-10,3.051206835312898e-09,2.934532751779665e-16,1.2113077131306613e-10,14,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3.3662901443511455e-12,1.681792493201678e-09,-1.814026017726746e-09,1.3973674720721142e-10,3.495818510928424e-09,3.907342822292026e-16,1.3977379622611718e-10,22,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.524212998418817e-11,4.9986156231043735e-09,-4.819606028090266e-09,8.719532216455608e-10,9.818221651194638e-09,1.5218031414858257e-14,8.722967217311508e-10,4115,1
-1.0762248464606444e-13,1.185098193239051e-09,-1.309264325992032e-09,4.324365806309791e-11,2.494362519231083e-09,3.739864089160439e-17,4.324271088380353e-11,46,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.676979897769254e-12,1.1787556088317981e-09,-1.160237916425444e-09,8.580258693484803e-11,2.338993525257242e-09,1.4750472003363867e-16,8.587919423051159e-11,12,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-5.810928206661993e-13,1.3460656247105291e-09,-1.260206998439889e-09,7.874343167153059e-11,2.6062726231504183e-09,1.2401111347739103e-16,7.874360719366082e-11,18,0
-1.3289515537296214e-13,1.143527364436094e-09,-1.175255273346375e-09,4.063010798890042e-11,2.318782637782469e-09,3.30148159205617e-17,4.0629309568685574e-11,12,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8.183931490764544e-13,2.450541758846632e-09,-2.349620335571609e-09,1.6551453107419434e-10,4.800162094418241e-09,5.478872002211036e-16,1.6551241648606059e-10,20,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-5.1043492405175406e-14,0.0,-1.020869848103508e-09,7.218639923028067e-12,1.020869848103508e-09,1.0421752467668797e-18,7.218639923028713e-12,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5.1981696837200825e-14,1.0431866829940471e-09,-1.028278810073561e-09,1.2640737753422672e-11,2.071465493067608e-09,3.1956592727016867e-18,1.264052861375205e-11,6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.6093557087842237e-13,0.0,-1.087178614177462e-09,1.6506558192943384e-11,1.087178614177462e-09,5.45041854852211e-18,1.6508207880509184e-11,4,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4.056497215181194e-12,1.551961850631257e-09,-1.518998889451065e-09,1.2590626660485926e-10,3.0709607400823217e-09,3.173610104127033e-16,1.2596845049707948e-10,18,0
9.997199650322625e-13,1.304610293418963e-09,-1.391300975021515e-09,7.589437863216417e-11,2.695911268440478e-09,1.1521336300274612e-16,7.58990655419242e-11,14,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-5.474126407661177e-13,1.719467437683101e-09,-1.553127550072064e-09,1.5668740614504342e-10,3.272594987755165e-09,4.910003071575796e-16,1.566844451688775e-10,34,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-2.0303701222296332e-12,3.812216005822667e-09,-4.081027803463454e-09,7.537568071707934e-10,7.893243809286121e-09,1.1362500785862173e-14,7.537406976494692e-10,3715,1
-1.0817392889376195e-12,1.4850896730402701e-09,-1.503488219736385e-09,6.934840941704269e-11,2.988577892776655e-09,9.620263176930738e-17,6.935511220137539e-11,82,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6.152634659455306e-14,1.928275094750376e-09,-2.017574719273058e-09,1.8837620456547972e-10,3.945849814023434e-09,7.096764790455785e-16,1.8837150514947562e-10,24,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
-3.1891848955957503e-12,1.869226613489624e-09,-1.8270743730047621e-09,1.5621585631078178e-10,3.696300986494386e-09,4.882468898703675e-16,1.5624450228253915e-10,22,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
